"Title	Given planned earliest start	Given planned earliest end	Notes	Assigned Resources	Additional Title",,,,,
"Felt Hat Day	""09/15/2014""		""If you've got a felt hat wear it proud today",,,,,
"	""	""
Collect Rocks Day""	""09/16/2014""		""Pick-up a nice rock and start collecting them",,,,,
"	""	""
National Cinnamon Raisin Bread Day""	""09/16/2014""		""""	""""	""""",,,,,
"National Play-doh Day	""09/16/2014""		""Break out the modelling clay and sculpt something today",,,,,
"	""	""
National Apple Dumpling Day""	""09/17/2014""		""""	""""	""""",,,,,
"International Talk Like A Pirate Day	""09/19/2014""		""RrrRrrrRrRrRrRrrRrrrrr!!!",,,,,
"	""	""
National Butterscotch Pudding Day""	""09/19/2014""		""""	""""	""""",,,,,
"National Student Day	""09/20/2014""		""This day is to honour students",,,,,
"	""	""
Elephant Appreciation Day""	""09/21/2014""		""Buy some peanuts for your favourite elephant",,,,,
"	""	""
International Banana Festival""	""09/21/2014""		""Have a banana and be amazed at its goodness",,,,,
"	""	""
Miniature Golf Day""	""09/21/2014""		""Get out and play some crazy golf today",,,,,
"	""	""
World Gratitude Day""	""09/21/2014""		""Thank someone today for all they have done",,,,,
"	""	""
Dear Diary Day""	""09/22/2014""		""When was the last time you wrote something in your Diary or blog?",,,,,
"	""	""
Elephant Day""	""09/22/2014""		""Hannibal crossed the Alps with Elephants", what other amazing things are they capable of?,,,,
"	""	""
Checkers Day""	""09/23/2014""		""Red or Black? play a game of checkers today with a friend",,,,,
"	""	""
National Cherries Jubilee Day""	""09/24/2014""		""""	""""	""""",,,,,
"National Comic Book Day	""09/25/2014""		""""	""""	""""",,,,,
"National Crabmeat Newberg Day	""09/25/2014""		""""	""""	""""",,,,,
"European Day of Languages	""09/26/2014""		""Today was set by the Council of Europe to celebrate linguistic diversity", plurlingualism, and lifelong language learning.,,,
"	""	""
National Pancake Day""	""09/26/2014""		""Why not eat pancakes for every meal today... or maybe just breakfast",,,,,
"	""	""
World Tourism Day""	""09/27/2014""		""Today the world is on Holiday", be sure to lock your doors,,,,
"	""	""
National Strawberry Cream Pie Day""	""09/28/2014""		""""	""""	""""",,,,,
"World Vegetarian Day	""10/01/2014""		""Why not try going vegetarian just for one day and if you are vegetarian", convince someone else for one day,,,,
"	""	""
Calendar of Bizarre American Holidays""	""10/02/2014""		""""	""""	""""",,,,,
"Pumpkin Day	""10/02/2014""		""""	""""	""""",,,,,
"National Computing Day	""10/03/2014""		""Today honours all aspects of computing",,,,,
"	""	""
National Golf Day""	""10/04/2014""		""Play a round of 18 today and relax and if you can't play", try Mini-Golf instead,,,,
"	""	""
Ten-Four Day""	""10/04/2014""		""Breaker", Breaker, what's your handle?,,,
"	""	""
Long Walk Day""	""10/05/2014""		""When was the last time you took a nice long walk and enjoyed the experience?",,,,,
"	""	""
National Apple Betty Day""	""10/05/2014""		""""	""""	""""",,,,,
"World Teachers Day	""10/05/2014""		""""	""""	""""",,,,,
"National Frugal Fun Day	""10/06/2014""		""""	""""	""""",,,,,
"National Storytelling Festival	""10/06/2014""		""Get people to gather around in a circle and tell them all a tall tale today",,,,,
"	""	""
Bathtub Day""	""10/07/2014""		""Take a bath instead of a shower today",,,,,
"	""	""
Leif Erickson Day""	""10/09/2014""		""It honors Leif Erikson", who led the first Europeans believed to have set foot on North American soil.,,,,
"	""	""
National Poetry Day""	""10/09/2014""		""Write yourself a little poem today or read on for fun.",,,,,
"	""	""
National Angel Food Cake Day""	""10/10/2014""		""Tonight have a little Angel Food Cake for dessert",,,,,
"	""	""
Tuxedo Day""	""10/10/2014""		""""	""""	""""",,,,,
"National Sausage Pizza Day	""10/11/2014""		""""	""""	""""",,,,,
"National Peanut Festival	""10/13/2014""		""George Washington Carver", Jr invented over 100 uses for the peanut, why not use one today,,,
"	""	""
John Peel Day""	""10/14/2014""		""""	""""	""""",,,,,
"World Standards Day	""10/14/2014""		""ISO standards for all!",,,,,
"	""	""
National Grouch Day""	""10/15/2014""		""""	""""	""""",,,,,
"Dictionary Day	""10/16/2014""		""Open a dictionary today", learn a new word and use it in conversation,,,,
"	""	""
Reptile Awareness Day""	""10/16/2014""		""Are you aware of our cold-blooded friends?",,,,,
"	""	""
World Food Day""	""10/16/2014""		""""	""""	""""",,,,,
"Long Distance Day	""10/18/2014""		""""	""""	""""",,,,,
"No Beard Day	""10/18/2014""		""Shave off the beard and start a new.",,,,,
"	""	""
Electricity Day""	""10/19/2014""		""Be glad you have it", otherwise you wouldn't be looking at this list,,,,
"	""	""
Shampoo Day""	""10/20/2014""		""""	""""	""""",,,,,
"INTERNATIONAL CAPS LOCK DAY	""10/22/2014""		""Remember to leave the caps lock locked today.",,,,,
"	""	""
Used Car Day""	""10/22/2014""		""""	""""	""""",,,,,
"Canning Day	""10/23/2014""		""""	""""	""""",,,,,
"Mole Day	""10/23/2014""		""""	""""	""""",,,,,
"National Bologna Day	""10/24/2014""		""""	""""	""""",,,,,
"Take back your time day	""10/24/2014""		""An initiative to challenge the epidemic of overwork", over-scheduling and time famine that now threatens our health, our families and relationships, our communities and our environment.,,
"	""	""
United Nations Day""	""10/24/2014""		""The anniversary of the entry into force of the United Nations Charter on 24 October 1945",,,,,
"	""	""
National Greasy Foods Day""	""10/25/2014""		""""	""""	""""",,,,,
"National Potato Day	""10/27/2014""		""""	""""	""""",,,,,
"Make a Difference Day	""10/28/2014""		""Simply smiling or saying hello can make a difference.",,,,,
"	""	""
Internet Day""	""10/29/2014""		""Be thankful for internet", send someone an email today,,,,
"	""	""
Oatmeal Day""	""10/29/2014""		""""	""""	""""",,,,,
"Buy-A-Doughnut Day	""10/30/2014""		""Why not start your day today with a Doughnut?",,,,,
"	""	""
National Candy Corn Day""	""10/30/2014""		""""	""""	""""",,,,,
"National Tell A Story Day	""10/30/2014""		""An national Storytelling Festival Event.",,,,,
"	""	""
National Caramel Apple Day""	""10/31/2014""		""""	""""	""""",,,,,
"National Author's Day	""11/01/2014""		""Decide to become and author and write something today",,,,,
"	""	""
World Vegan Day""	""11/01/2014""		""""	""""	""""",,,,,
"Deviled Eggs Day	""11/02/2014""		""""	""""	""""",,,,,
"Plan Your Epitaph Day	""11/02/2014""		""It's never to early to plan what you want on your tombstone",,,,,
"	""	""
Sandwich Day""	""11/03/2014""		""for breakfast", lunch, or diner, nothing could be better than a sandwich,,
"	""	""
Waiting for the Barbarians Day""	""11/04/2014""		""Stand around and await the inevitable today",,,,,
"	""	""
Guy Fawkes Day""	""11/05/2014""		""Remember", Remember the fifth of November ...,,,,
"	""	""
National Nachos Day""	""11/06/2014""		""Have some Nachos for Lunch today",,,,,
"	""	""
Saxophone Day""	""11/06/2014""		""Listen or play the saxophone today",,,,,
"	""	""
National Bittersweet Chocolate With Almonds Day""	""11/07/2014""		""""	""""	""""",,,,,
"Notary Public Day	""11/07/2014""		""Have something Noterised today",,,,,
"	""	""
Air Day""	""11/11/2014""		""Be happy we have breathable air",,,,,
"	""	""
National Indian Pudding Day""	""11/12/2014""		""""	""""	""""",,,,,
"Take a Model Train to Work Day	""11/12/2014""		""Choo choo", be wary of the Old 97!,,,,
"	""	""
National American Teddy Bear Day""	""11/14/2014""		""""	""""	""""",,,,,
"National Clean Out Your Refrigerator Day	""11/15/2014""		""Check all those expiration dates and bin anything that smells.",,,,,
"	""	""
National Spicy Hermit Day""	""11/15/2014""		""""	""""	""""",,,,,
"Button Day	""11/16/2014""		""Don as much flare as possible today", for it is button day.,,,,
"	""	""
Homemade Bread Day""	""11/17/2014""		""Spend some time to bake a loaf of bread today. You will be glad you did.",,,,,
"	""	""
Have a Bad Day Day""	""11/19/2014""		""Everyone is allowed to have a bad day", hopefully not at the same time!,,,,
"	""	""
World Toilet Day""	""11/19/2014""		""The U.N. estimates that for every $1 that goes to improving sanitation", it saves more than $9 in lost productivity, health costs, and economic development.,,
"	""	""
Start Your Own Country Day""	""11/22/2014""		""Think-up a catchy name and declare your independence.",,,,,
"	""	""
Cashews Day""	""11/23/2014""		""Grab a bag of cashews and eat away.",,,,,
"	""	""
Use Even If Seal Is Broken Day""	""11/24/2014""		""Go ahead", it's still good!,,,,
"	""	""
Square Dance Day""	""11/29/2014""		""Swing your partner round and round.",,,,,
"	""	""
Stay at Home Because You're Well Day""	""11/30/2014""		""Why not use up some of those sick days and stay at home because your well",,,,,
"	""	""
National Cookie Day""	""12/04/2014""		""""	""""	""""",,,,,
"Wear Brown Shoes Day	""12/04/2014""		""Before leaving the house", remember to put on your best brown shoes today.,,,,
"	""	""
Day of the Ninja""	""12/05/2014""		""In retaliation for Talk like a Pirate day", all the Ninjas band together,,,,
"	""	""
National Gazpacho Day""	""12/06/2014""		""Enjoy a bowl of cold vegetable soup",,,,,
"	""	""
Cotton Candy Day""	""12/07/2014""		""""	""""	""""",,,,,
"National Brownie Day	""12/08/2014""		""""	""""	""""",,,,,
"National Poinsettia Day	""12/12/2014""		""put out your poinsettias today", but don't eat them!,,,,
"	""	""
Esperanto Day""	""12/15/2014""		""Today is Dr. L. L. Zamenhof's birthday", the creator of Esperanto,,,,
"	""	""
National Lemon Cupcake Day""	""12/15/2014""		""Lemon Cupcakes for dessert or for the meal.",,,,,
"	""	""
National Chocolate Covered Anything Day""	""12/16/2014""		""Find something", cover it in chocolate, and eat it.,,,
"	""	""
Bake Cookies Day""	""12/18/2014""		""Take some timeout and bake some fresh cookies today",,,,,
"	""	""
National Oatmeal Muffin Day""	""12/19/2014""		""""	""""	""""",,,,,
"Games Day	""12/20/2014""		""Have a look in the cupboard for some old games and play one that you haven't in awhile.",,,,,
"	""	""
Festivus""	""12/23/2014""		""Festivus the holiday for the rest-iv-us.",,,,,
"	""	""
National Eggnog Day""	""12/24/2014""		""Don't fotget to drink atleast one cup of Eggnog toay",,,,,
"	""	""
National Pumpkin Pie Day""	""12/25/2014""		""Have a pumpkin pie today and share it with your friends.",,,,,
"	""	""
National Candy Cane Day""	""12/26/2014""		""""	""""	""""",,,,,
"National Fruitcake Day	""12/27/2014""		""It's only two days after Christmas", you'd better do something with that fruitcake!,,,,
"	""	""
Card Playing Day""	""12/28/2014""		""Break out the old deck of cards and play a few rounds with some friends or even solitaire alone.",,,,,
"	""	""
National Bicarbonate Of Soda Day""	""12/30/2014""		""""	""""	""""",,,,,
